,PseudoTime
H9_00hb4s_092,0.0858026040445842
H9_00hb4s_094,0.00267194937394704
H9_00hb4s_095,0.06931563965568
H9_00hb4s_096,0.0213443576929198
H9_12h_001,0.149237322784422
H9_12h_002,0.148817167552059
H9_12h_003,0.154093732506417
H9_12h_004,0.149970436475383
H9_12h_005,0.147737612505369
H9_12h_006,0.102095310192833
H9_12h_007,0.122863828944791
H9_12h_008,0.149642339382366
H9_12h_009,0.148313219941364
H9_12h_010,0.149689287541712
H9_12h_011,0.145939359005296
H9_12h_012,0.145826599936233
H9_12h_013,0.148967822277273
H9_12h_014,0.149029180971027
H9_12h_015,0.128402179145435
H9_12h_016,0.149029180971027
H9_12h_017,0.148967822277273
H9_12h_018,0.149032229223779
H9_12h_019,0.149032229223779
H9_12h_021,0.149356499143082
H9_12h_022,0.149237322784422
H9_12h_023,0.149670169763712
H9_12h_024,0.147627903703759
H9_12h_025,0.149518986091506
H9_12h_026,0.147832777260999
H9_12h_027,0.147760290713777
H9_12h_029,0.14939140705431
H9_12h_030,0.149356499143082
H9_12h_031,0.149032229223779
H9_12h_032,0.149689287541712
H9_12h_033,0.148313219941364
H9_12h_034,0.149237322784422
H9_12h_038,0.147913085579169
H9_12h_039,0.148313219941364
H9_12h_040,0.149249172215259
H9_12h_041,0.149689287541712
H9_12h_042,0.14955423659838
H9_12h_043,0.14994110765806
H9_12h_044,0.149794617816352
H9_12h_045,0.149237322784422
H9_12h_046,0.148567214831291
H9_12h_048,0.148313219941364
H9_12h_051,0.148313219941364
H9_12h_052,0.137903103659729
H9_12h_053,0.148313219941364
H9_12h_054,0.148693719987219
H9_12h_055,0.146935655522339
H9_12h_056,0.147804575822919
H9_12h_057,0.146289759458755
H9_12h_058,0.127029278900643
H9_12h_059,0.140748179982788
H9_12h_060,0.129424543415831
H9_12h_061,0.148967822277273
H9_12h_062,0.148967822277273
H9_12h_063,0.149556412737063
H9_12h_064,0.147872825038537
H9_12h_065,0.148313219941364
H9_12h_066,0.148313219941364
H9_12h_067,0.1458935407318
H9_12h_068,0.149518986091506
H9_12h_069,0.152232643864856
H9_12h_070,0.151860182706984
H9_12h_071,0.149768007454075
H9_12h_072,0.146289759458755
H9_12h_073,0.147523348071185
H9_12h_074,0.148313219941364
H9_12h_075,0.11507141225209
H9_12h_076,0.140288201487969
H9_12h_077,0.149915273721583
H9_12h_078,0.148313219941364
H9_12h_079,0.146691023613429
H9_12h_080,0.156344559000496
H9_12h_081,0.146237935755455
H9_12h_082,0.15012431128747
H9_12h_083,0.134616700598975
H9_12h_084,0.145111638169347
H9_12h_085,0.151783871075772
H9_12h_086,0.145094723185127
H9_12h_087,0.111945659328516
H9_12h_088,0.121785873410223
H9_12h_089,0.128059088988573
H9_12h_090,0.126069655449998
H9_12h_091,0.14728506917
H9_12h_092,0.148997399173705
H9_12h_093,0.14842663328825
H9_12h_094,0.111847717399348
H9_12h_095,0.148786952923825
H9_12h_096,0.105176374817693
H9_12h_097,0.144764290497049
H9_12h_098,0.136569655811374
H9_12h_099,0.148313219941364
H9_12h_100,0.148967822277273
H9_12h_101,0.135349057329859
H9_12h_102,0.148817167552059
H9_12h_103,0.145191814244231
H9_12h_104,0.148869699608809
H9_12h_105,0.148313219941364
H9_12h_106,0.148313219941364
H9_12h_107,0.146115317195988
H9_12h_108,0.148313219941364
H9_12h_109,0.12209635267364
H9_12h_110,0.145888753495901
H9_24h_013,0.174503507685754
H9_24h_014,0.173261126640143
H9_24h_015,0.177072243885356
H9_24h_016,0.167449307377448
H9_24h_017,0.152930628808175
H9_24h_018,0.180341762824667
H9_24h_019,0.15231791998157
H9_24h_020,0.177907578175719
H9_24h_021,0.151293135091479
H9_24h_022,0.185068935587758
H9_24h_023,0.151870807231641
H9_24h_024,0.175480804190072
H9_24h_025,0.172501252336093
H9_24h_026,0.152700137097968
H9_24h_027,0.17779985195559
H9_24h_028,0.173128494316235
H9_24h_029,0.161023087477865
H9_24h_030,0.151331923369671
H9_24h_031,0.163034044995825
H9_24h_032,0.178674895866851
H9_24h_033,0.160698870190797
H9_24h_034,0.181080134585885
H9_24h_035,0.153181868363047
H9_24h_036,0.175593123003258
H9_24h_037,0.173765367739959
H9_24h_038,0.176942495837033
H9_24h_039,0.179065064993904
H9_24h_040,0.168856143189485
H9_24h_041,0.177286491193831
H9_24h_042,0.176659108333802
H9_24h_043,0.181013036418671
H9_24h_044,0.163461939101464
H9_24h_045,0.186795811464511
H9_24h_046,0.183101383678237
H9_24h_047,0.152384801822174
H9_24h_048,0.151538551706675
H9_24h_049,0.153458308820653
H9_24h_050,0.152264086694251
H9_24h_051,0.207788740586649
H9_24h_052,0.18600363984067
H9_24h_053,0.153255793864687
H9_24h_054,0.15384435298375
H9_24h_055,0.1760174729209
H9_24h_056,0.153052904851436
H9_24h_057,0.151917133477159
H9_24h_058,0.187896264343306
H9_24h_059,0.179169233255738
H9_24h_060,0.170763799278164
H9_24h_061,0.184363147000984
H9_24h_062,0.228100910762871
H9_24h_063,0.167715280173444
H9_24h_064,0.17666907811545
H9_24h_065,0.154289543565752
H9_24h_066,0.185486875095747
H9_24h_067,0.162849261745874
H9_24h_068,0.177330801567687
H9_24h_069,0.171369222830948
H9_24h_070,0.173530291630339
H9_24h_071,0.152130943414462
H9_24h_072,0.193808184533396
H9_24h_073,0.180763856909431
H9_24h_074,0.169033732272429
H9_24h_075,0.186043005669355
H9_24h_076,0.178112851445422
H9_24h_077,0.202258275008471
H9_24h_078,0.174183575950653
H9_36h_001,0.238330855679593
H9_36h_002,0.224305682219929
H9_36h_003,0.232793827023715
H9_36h_004,0.236639926340706
H9_36h_005,0.2065246013232
H9_36h_006,0.213808609536784
H9_36h_007,0.213903366121958
H9_36h_008,0.222553402696655
H9_36h_009,0.233309986184955
H9_36h_010,0.224583835838424
H9_36h_011,0.226929802479631
H9_36h_012,0.223825308519341
H9_36h_013,0.224461722901594
H9_36h_014,0.221377745164621
H9_36h_015,0.22144175500226
H9_36h_016,0.226602817401929
H9_36h_017,0.225085376806665
H9_36h_018,0.221710241439474
H9_36h_019,0.231682914484602
H9_36h_020,0.228186094271755
H9_36h_022,0.227466695866979
H9_36h_023,0.221842555786767
H9_36h_024,0.221441099387954
H9_36h_025,0.225293500616614
H9_36h_026,0.222200123420129
H9_36h_027,0.22244754724466
H9_36h_028,0.221083852047566
H9_36h_029,0.222549328457615
H9_36h_030,0.222105947147585
H9_36h_031,0.223049543126679
H9_36h_033,0.221949533941724
H9_36h_034,0.2233454807786
H9_36h_035,0.228855446120863
H9_36h_036,0.2218387917262
H9_36h_037,0.22271528726409
H9_36h_038,0.221724772097031
H9_36h_040,0.232000246084447
H9_36h_041,0.221699270034876
H9_36h_042,0.22323789085649
H9_36h_043,0.226569395756938
H9_36h_044,0.226690387948603
H9_36h_045,0.228154598305544
H9_36h_046,0.222624205259675
H9_36h_047,0.222153804321645
H9_36h_048,0.221097403117284
H9_36h_049,0.225309878280476
H9_36h_050,0.224935381360211
H9_36h_051,0.240228521674721
H9_36h_052,0.228052232814284
H9_36h_053,0.221602653734998
H9_36h_054,0.222358040536807
H9_36h_055,0.22168441400878
H9_36h_056,0.227895701949341
H9_36h_057,0.224573877163863
H9_36h_058,0.221086708485862
H9_36h_059,0.207314414583295
H9_36h_060,0.22648778109948
H9_36h_061,0.221224885449879
H9_36h_062,0.209382902720544
H9_36h_063,0.227524454746402
H9_36h_064,0.234838631320596
H9_36h_065,0.221386455079434
H9_36h_066,0.221111119635925
H9_36h_067,0.222429832244864
H9_36h_068,0.223705542356888
H9_36h_070,0.218733588029796
H9_36h_071,0.23018844046969
H9_36h_072,0.222001948176488
H9_36h_073,0.223923114165625
H9_36h_074,0.224776645562352
H9_36h_075,0.224894092963022
H9_36h_076,0.221901980474041
H9_36h_077,0.239191673407547
H9_36h_078,0.233869564986082
H9_36h_079,0.232128123195898
H9_36h_080,0.238082770827054
H9_36h_081,0.232975729035657
H9_36h_082,0.227617554941408
H9_36h_083,0.227392693161228
H9_36h_084,0.237786206827841
H9_36h_085,0.221728592712733
H9_36h_086,0.228703681113095
H9_36h_087,0.22541999740502
H9_36h_088,0.233240640777694
H9_36h_089,0.231627358416059
H9_36h_090,0.22691119560849
H9_36h_091,0.224979327971112
H9_36h_092,0.226234480289526
H9_36h_093,0.227372745148061
H9_36h_094,0.224014376620044
H9_36h_095,0.233129169457865
H9_36h_096,0.230500117592395
H9_36h_097,0.236234330368561
H9_36h_098,0.238419134031027
H9_36h_099,0.230387245466073
H9_36h_100,0.23755456516495
H9_36h_101,0.231653708384366
H9_36h_102,0.225222645020952
H9_36h_103,0.224461755976017
H9_36h_104,0.230260359287798
H9_36h_105,0.226631513954466
H9_36h_106,0.227489499531693
H9_36h_107,0.229744138968849
H9_36h_108,0.23318384153349
H9_36h_109,0.229395018887998
H9_36h_110,0.226601260953453
H9_36h_111,0.23873428633167
H9_36h_112,0.238423961688888
H9_36h_113,0.235928453870432
H9_36h_114,0.228757657910726
H9_36h_115,0.236426380411014
H9_36h_116,0.201703167801487
H9_36h_117,0.210637112477833
H9_36h_118,0.211359572734635
H9_36h_119,0.222823569047002
H9_36h_120,0.201820485399611
H9_36h_121,0.211996462895376
H9_36h_122,0.196432277345804
H9_36h_123,0.216721010649294
H9_36h_124,0.212528442109598
H9_36h_125,0.217263896306735
H9_36h_126,0.197394262644522
H9_36h_127,0.211549597953669
H9_36h_128,0.225638158278064
H9_36h_129,0.240180759401414
H9_36h_130,0.217626464771981
H9_36h_131,0.238692527752185
H9_36h_132,0.222327598091182
H9_36h_133,0.223664220109622
H9_36h_134,0.2199923539331
H9_36h_135,0.226124302436157
H9_36h_136,0.231537629877369
H9_36h_137,0.23156811658544
H9_36h_138,0.226712377122758
H9_36h_139,0.210253910022237
H9_36h_140,0.228412766211929
H9_36h_141,0.230809457536257
H9_36h_142,0.21699207947656
H9_36h_143,0.221560802567283
H9_36h_144,0.242323060160022
H9_36h_145,0.215957358377361
H9_36h_146,0.212766157077993
H9_36h_147,0.223016882721877
H9_36h_148,0.227860116712635
H9_36h_149,0.229966163213077
H9_36h_150,0.233287428822313
H9_36h_151,0.242836136097292
H9_36h_152,0.221562961882137
H9_36h_153,0.223617468340778
H9_36h_154,0.212768553142815
H9_36h_155,0.222211433414187
H9_36h_156,0.233030248528403
H9_36h_158,0.214031281927444
H9_36h_159,0.21370043695849
H9_36h_160,0.226843781137256
H9_36h_161,0.240380707588457
H9_36h_162,0.225194927767528
H9_36h_163,0.217924377679318
H9_36h_164,0.215761863385524
H9_36h_165,0.231564772002647
H9_36h_166,0.211443919109308
H9_36h_168,0.224162711396289
H9_36h_170,0.231877220804321
H9_36h_171,0.208762106115665
H9_36h_172,0.221220731725148
H9_36h_173,0.20592566950544
H9_36h_174,0.19675620944131
H9_36h_175,0.229237340402099
H9_36h_176,0.199315508435204
H9_36h_177,0.224894747524159
H9_36h_178,0.225268522398556
H9_36h_179,0.220259157670126
H9_72h_001,0.247654342714814
H9_72h_002,0.254865161897468
H9_72h_003,0.259970371548332
H9_72h_004,0.234994672419418
H9_72h_005,0.253963453152632
H9_72h_006,0.255668593126479
H9_72h_007,0.242648799381378
H9_72h_008,0.255753259640129
H9_72h_009,0.248833158662327
H9_72h_010,0.251319769478308
H9_72h_011,0.259383781594653
H9_72h_012,0.257044218876558
H9_72h_013,0.232716807044067
H9_72h_014,0.258319401165769
H9_72h_015,0.247957245404717
H9_72h_016,0.251169950496871
H9_72h_017,0.256361996985296
H9_72h_018,0.243126532616705
H9_72h_019,0.260051319846424
H9_72h_020,0.23754846545887
H9_72h_021,0.255367791331311
H9_72h_022,0.25207833908351
H9_72h_023,0.25891704293967
H9_72h_024,0.249300352180451
H9_72h_025,0.250110476961222
H9_72h_026,0.244522344453991
H9_72h_027,0.259445823064938
H9_72h_028,0.239544780763926
H9_72h_029,0.247804361136117
H9_72h_030,0.255910228099836
H9_72h_031,0.255980000344313
H9_72h_032,0.259370030699354
H9_72h_033,0.255595340644931
H9_72h_034,0.251721046907234
H9_72h_035,0.254578418654436
H9_72h_036,0.255246409071721
H9_72h_037,0.257003798867398
H9_72h_038,0.251326772120997
H9_72h_039,0.245006496675469
H9_72h_040,0.247691330128459
H9_72h_041,0.258177042278004
H9_72h_042,0.260051319846424
H9_72h_043,0.256224394202514
H9_72h_044,0.257407750277262
H9_72h_045,0.24908302725819
H9_72h_046,0.257052254156903
H9_72h_047,0.259175953835661
H9_72h_048,0.260051319846424
H9_72h_049,0.25961341051601
H9_72h_050,0.256460062935837
H9_72h_051,0.258286944622791
H9_72h_052,0.255967643876633
H9_72h_053,0.260051319846424
H9_72h_054,0.248177969366934
H9_72h_055,0.259070338301017
H9_72h_056,0.233549827216751
H9_72h_057,0.259752083734427
H9_72h_058,0.253037810489275
H9_72h_059,0.258711900686256
H9_72h_060,0.244794594498548
H9_72h_061,0.249527346961125
H9_72h_062,0.250569732191475
H9_72h_063,0.249813813890479
H9_72h_064,0.258289706698453
H9_72h_065,0.25908804879127
H9_72h_066,0.24444921451383
H9_72h_067,0.249629962716634
H9_72h_068,0.252625220961217
H9_72h_069,0.252721855289966
H9_72h_070,0.254112823646725
H9_72h_071,0.257947539539399
H9_72h_072,0.240035976656517
H9_72h_073,0.247231620647119
H9_72h_074,0.243135248016123
H9_72h_075,0.260051319846424
H9_72h_077,0.224293640740639
H9_72h_078,0.24795359548684
H9_72h_079,0.258020571403138
H9_72h_080,0.24448019256629
H9_72h_081,0.233541495698326
H9_72h_082,0.244950111973809
H9_72h_083,0.239675015326497
H9_72h_084,0.25225963352472
H9_72h_085,0.235091799941248
H9_72h_086,0.258410200041069
H9_72h_087,0.254449333937576
H9_72h_088,0.238336177793795
H9_72h_089,0.241706877355084
H9_72h_090,0.242130718586227
H9_72h_091,0.245518575684743
H9_72h_092,0.252901415992832
H9_72h_093,0.239140416479396
H9_72h_094,0.249194034739489
H9_72h_095,0.237233870849796
H9_72h_096,0.260051319846424
H9_72h_097,0.251207612480535
H9_72h_098,0.250451279712765
H9_72h_099,0.25347975181496
H9_72h_100,0.2253585341184
H9_72h_101,0.258121823725979
H9_72h_102,0.258370499352578
H9_72h_103,0.246778069934914
H9_72h_104,0.251248347043395
H9_72h_105,0.253167519881699
H9_72h_106,0.256815678329759
H9_72h_107,0.253746974515824
H9_72h_108,0.250131215557717
H9_72h_109,0.25096436400828
H9_72h_110,0.244405756830372
H9_72h_111,0.259131480952983
H9_72h_112,0.243278361751103
H9_72h_113,0.245863340795612
H9_72h_114,0.256816437374677
H9_72h_115,0.236617626660599
H9_72h_116,0.25999869806251
H9_72h_117,0.250229457632805
H9_72h_118,0.259372284027409
H9_72h_119,0.255725876474739
H9_72h_120,0.254395454467684
H9_72h_121,0.25717322463629
H9_72h_122,0.249489051445758
H9_72h_123,0.253312322864972
H9_72h_124,0.24349847037642
H9_72h_125,0.230562776009205
H9_72h_126,0.257969032388145
H9_72h_127,0.255104205135758
H9_72h_128,0.254231817131302
H9_72h_129,0.238460642818279
H9_72h_130,0.249092004555557
H9_72h_131,0.236712647348074
H9_72h_132,0.235936880843495
H9_72h_133,0.242631423996389
H9_72h_134,0.260051319846424
H9_72h_135,0.254909385477166
H9_72h_137,0.230057319200355
H9_72h_138,0.253909389960438
H9_72h_139,0.24070830582599
H9_72h_140,0.240949296044535
H9_96h_001,0.238876117627144
H9_96h_002,0.233921223615784
H9_96h_003,0.231905738514711
H9_96h_004,0.228696675016557
H9_96h_005,0.249518251272994
H9_96h_006,0.252833864862792
H9_96h_007,0.241428834293247
H9_96h_008,0.225327712978689
H9_96h_009,0.231889699731368
H9_96h_010,0.245687586985615
H9_96h_011,0.25022332608254
H9_96h_012,0.229501217301764
H9_96h_013,0.234982910301204
H9_96h_014,0.237752842653352
H9_96h_015,0.254153262716637
H9_96h_016,0.240106542959912
H9_96h_017,0.227961976773691
H9_96h_018,0.234825238465773
H9_96h_019,0.227971789294478
H9_96h_020,0.250192763733234
H9_96h_021,0.246129915028767
H9_96h_022,0.2411049347698
H9_96h_023,0.239440339332774
H9_96h_024,0.232123719906371
H9_96h_025,0.231403700880906
H9_96h_026,0.235906156242739
H9_96h_027,0.227551639636173
H9_96h_028,0.242229697707416
H9_96h_029,0.249776406242869
H9_96h_030,0.239505614622327
H9_96h_031,0.229398735912786
H9_96h_032,0.231233714015124
H9_96h_033,0.23184787585301
H9_96h_034,0.228026295680188
H9_96h_035,0.235253354858564
H9_96h_036,0.233995525259768
H9_96h_037,0.233138500486428
H9_96h_038,0.239232113840242
H9_96h_039,0.233817094779801
H9_96h_040,0.231112054604086
H9_96h_041,0.242159253357324
H9_96h_042,0.235852000881774
H9_96h_043,0.232351293798732
H9_96h_044,0.234963951649229
H9_96h_045,0.234423478613481
H9_96h_046,0.231321036739045
H9_96h_047,0.228605711531192
H9_96h_048,0.226125965649903
H9_96h_049,0.240531126888733
H9_96h_050,0.229848181845774
H9_96h_051,0.255572822662893
H9_96h_052,0.240188482243294
H9_96h_053,0.235202074450266
H9_96h_054,0.242071594101588
H9_96h_055,0.239594688907533
H9_96h_056,0.228282418572532
H9_96h_057,0.240361645938173
H9_96h_058,0.245573219879645
H9_96h_059,0.232177189909504
H9_96h_060,0.229957896052769
H9_96h_061,0.232942902395164
H9_96h_062,0.233484133602845
H9_96h_063,0.23458525459405
H9_96h_064,0.233041652846645
H9_96h_065,0.24200252399862
H9_96h_066,0.24092829155555
H9_96h_067,0.233484848784448
H9_96h_068,0.234449019918955
H9_96h_069,0.234012297939332
H9_96h_070,0.235093302431367
H9_96h_071,0.226425426154466
H9_96h_072,0.229253918320784
H9_96h_073,0.230859886475621
H9_96h_074,0.240317924158734
H9_96h_075,0.238889945868229
H9_96h_077,0.229937547830523
H9_96h_078,0.231380854568195
H9_96h_079,0.229719784931013
H9_96h_080,0.232263952877475
H9_96h_081,0.236478629359258
H9_96h_082,0.228590867166262
H9_96h_083,0.251484916214767
H9_96h_084,0.255369669022229
H9_96h_085,0.227562921640383
H9_96h_086,0.238540680171881
H9_96h_087,0.246393775245189
H9_96h_088,0.244787362208818
H9_96h_089,0.258833017565717
H9_96h_090,0.242565874991838
H9_96h_091,0.254154503572666
H9_96h_092,0.259725470827211
H9_96h_093,0.238336799998021
H9_96h_094,0.260051319846424
H9_96h_095,0.255768539938621
H9_96h_096,0.232480825811308
H9_96h_097,0.248475351864017
H9_96h_098,0.235873367585355
H9_96h_099,0.258082238450681
H9_96h_100,0.258372809461428
H9_96h_101,0.257363081665464
H9_96h_102,0.250725806649987
H9_96h_103,0.241816473917139
H9_96h_104,0.258188489575339
H9_96h_105,0.242306627437639
H9_96h_106,0.255736125485365
H9_96h_107,0.234102614603536
H9_96h_108,0.254045120669924
H9_96h_109,0.245939660021291
H9_96h_110,0.258858471574086
H9_96h_111,0.257917434021585
H9_96h_112,0.245344858077343
H9_96h_113,0.254306709272083
H9_96h_114,0.233030881211946
H9_96h_115,0.253278630092013
H9_96h_116,0.243374915888771
H9_96h_117,0.24203848755279
H9_96h_118,0.254757050538037
H9_96h_119,0.23917310496695
H9_96h_120,0.232056529901571
H9_96h_121,0.24048649017319
H9_96h_122,0.233532751384245
H9_96h_123,0.258751095363797
H9_96h_124,0.245295873030183
H9_96h_125,0.233492273507035
H9_96h_126,0.235033951342982
H9_96h_127,0.239610625303813
H9_96h_128,0.257362993206902
H9_96h_129,0.239083765874599
H9_96h_130,0.241550747714697
H9_96h_131,0.253864336943801
H9_96h_132,0.229239104364316
H9_96h_133,0.25485164082176
H9_96h_134,0.243659933173316
H9_96h_135,0.256829215225362
H9_96h_136,0.250796371774217
H9_96h_137,0.258702820361589
H9_96h_138,0.246165973228759
H9_96h_139,0.249632912713661
H9_96h_140,0.238736651113461
H9_96h_141,0.232605370239692
H9_96h_142,0.23030069994123
H9_96h_143,0.237573314261037
H9_96h_144,0.243207939458532
H9_96h_145,0.236351635080109
H9_96h_146,0.25358842642812
H9_96h_147,0.249129474610683
H9_96h_148,0.246846283902882
H9_96h_149,0.245267796305239
H9_96h_150,0.253678168668228
H9_96h_151,0.230593712424427
H9_96h_152,0.240446445054707
H9_96h_153,0.233043911840374
H9_96h_154,0.231789777470389
H9_96h_155,0.245576655492118
H9_96h_156,0.24090584391784
H9_96h_157,0.231116667304481
H9_96h_158,0.250925849431924
H9_96h_159,0.246713360266705
H9_96h_160,0.249908517966302
H9_96h_161,0.251385394340772
H9_96h_162,0.254632181957303
H9_96h_163,0.252693958859069
H9_96h_164,0.243330090854581
H9_96h_165,0.240001888828249
H9_96h_166,0.249830967346459
H9_96h_167,0.246010788523179
H9_96h_168,0.24463592412994
H9_96h_169,0.239547747262372
H9_96h_170,0.248486032972776
H9_96h_171,0.236854488553081
H9_96h_173,0.235196910862252
H9_96h_174,0.250336408024116
H9_96h_175,0.238669126051009
H9_96h_176,0.246965952671732
H9_96h_177,0.248283339814236
H9_96h_178,0.232968234288972
H9_96h_179,0.253214381863249
H9_96h_180,0.232663414562755
H9_96h_182,0.249572704320691
H9_96h_183,0.234446185926807
H9_96h_184,0.250841451423031
H9_96h_185,0.241764229971302
H9_96h_186,0.239022113269086
H9_96h_187,0.243298082130339
H9_96h_188,0.236679562757608
H9_96h_189,0.233338731749766
H9_96h_190,0.252849930649939
H9_96h_192,0.244976433220451
